,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
6974,2 punti sbagliato,,Vinnie Shahid,missed,596,2396,1110.0,504.0,3
6975,2 punti sbagliato,,Jordan Parks,missed,30,30,810.0,476.0,3
6976,2 punti segnato,,Scott Bamforth,made,41,41,495.0,616.0,2
6977,3 punti sbagliato,,Aamir Simms,missed,56,56,75.0,504.0,5
6978,3 punti segnato,Scott Bamforth,Trevon Bluiett,made,66,66,1395.0,644.0,7
6979,2 punti sbagliato,,Ray Mccallum,missed,89,89,360.0,420.0,2
6980,2 punti sbagliato,,Marco Spissu,missed,97,97,690.0,476.0,2
6981,3 punti segnato,Ray Mccallum,Trevon Bluiett,made,117,117,1455.0,308.0,8
6982,3 punti segnato,Jordan Parks,Aamir Simms,made,135,135,90.0,504.0,5
6983,2 punti sbagliato,,Scott Bamforth,missed,160,160,330.0,196.0,1
6984,2 punti sbagliato,,Marco Spissu,missed,165,165,630.0,280.0,0
6985,2 punti segnato,,Leonardo Totè,made,189,189,360.0,280.0,1
6986,3 punti segnato,,Rayjon Tucker,made,203,203,375.0,1008.0,6
6987,2 punti segnato,Ray Mccallum,Leonardo Totè,made,224,224,705.0,196.0,0
6988,2 punti segnato,Amedeo Tessitori,Marco Spissu,made,246,246,945.0,336.0,3
6989,2 punti segnato,,Scott Bamforth,made,266,266,585.0,644.0,2
6990,2 punti sbagliato,,Aamir Simms,missed,279,279,540.0,448.0,2
6991,2 punti segnato,,Amedeo Tessitori,made,279,279,540.0,448.0,2
6992,2 punti sbagliato,,Ray Mccallum,missed,290,290,705.0,364.0,0
6993,3 punti segnato,Jordan Parks,Rayjon Tucker,made,297,297,1290.0,784.0,7
6994,2 punti sbagliato,,Trevon Bluiett,missed,320,320,990.0,728.0,3
6995,3 punti sbagliato,,Amedeo Tessitori,missed,331,331,75.0,476.0,5
6996,3 punti sbagliato,,Scott Bamforth,missed,348,348,795.0,1064.0,7
6997,3 punti sbagliato,,Valerio Mazzola,missed,372,372,1425.0,448.0,8
6998,2 punti segnato,,Matteo Tambone,made,380,380,1020.0,420.0,3
6999,2 punti sbagliato,,Amedeo Tessitori,missed,403,403,990.0,308.0,3
7000,2 punti segnato,,Amedeo Tessitori,made,409,409,930.0,252.0,0
7001,3 punti sbagliato,,Ray Mccallum,missed,434,434,105.0,448.0,5
7002,2 punti segnato,,Rayjon Tucker,made,455,455,765.0,168.0,0
7003,2 punti segnato,,Leonardo Totè,made,479,479,810.0,280.0,0
7004,2 punti sbagliato,,Jordan Parks,missed,502,502,795.0,392.0,0
7005,2 punti segnato,,Amedeo Tessitori,made,507,507,630.0,168.0,0
7006,3 punti sbagliato,,Trevon Bluiett,missed,522,522,210.0,700.0,6
7007,3 punti sbagliato,,Trevon Bluiett,missed,554,554,1365.0,784.0,7
7008,3 punti sbagliato,,Barry Brown Jr,missed,569,569,735.0,952.0,6
7009,2 punti segnato,Jordan Parks,Rayjon Tucker,made,593,593,780.0,168.0,0
7010,2 punti sbagliato,,Jordan Parks,missed,19,619,840.0,672.0,3
7011,3 punti sbagliato,,Matteo Tambone,missed,30,630,150.0,700.0,6
7012,2 punti sbagliato,,Trevon Bluiett,missed,30,630,150.0,700.0,6
7013,2 punti sbagliato,,Trevon Bluiett,missed,30,630,150.0,700.0,6
7014,2 punti segnato,,Barry Brown Jr,made,42,642,765.0,224.0,0
7015,2 punti sbagliato,,Riccardo Visconti,missed,60,660,1155.0,280.0,4
7016,3 punti segnato,,Rayjon Tucker,made,76,676,585.0,1008.0,6
7017,3 punti sbagliato,,Barry Brown Jr,missed,122,722,1350.0,812.0,7
7018,2 punti sbagliato,,Barry Brown Jr,missed,126,726,1080.0,336.0,4
7019,2 punti segnato,,Davide Casarin,made,144,744,675.0,308.0,0
7020,3 punti sbagliato,,Scott Bamforth,missed,168,768,270.0,756.0,6
7021,2 punti segnato,,Barry Brown Jr,made,192,792,780.0,364.0,0
7022,3 punti sbagliato,,Riccardo Visconti,missed,211,811,450.0,980.0,6
7023,3 punti segnato,Barry Brown Jr,Jeff Brooks,made,229,829,75.0,476.0,5
7024,3 punti segnato,,Ray Mccallum,made,256,856,450.0,812.0,6
7025,3 punti sbagliato,,Matteo Tambone,missed,294,894,150.0,672.0,6
7026,3 punti sbagliato,,Alex O'Connell,missed,302,902,1455.0,280.0,8
7027,2 punti sbagliato,,Riccardo Visconti,missed,324,924,450.0,532.0,2
7028,2 punti sbagliato,,Amedeo Tessitori,missed,333,933,435.0,224.0,1
7029,3 punti sbagliato,,Matteo Tambone,missed,348,948,1170.0,924.0,7
7030,2 punti sbagliato,,Ray Mccallum,missed,361,961,465.0,532.0,2
7031,2 punti sbagliato,,Riccardo Visconti,missed,368,968,930.0,308.0,0
7032,2 punti sbagliato,,Rayjon Tucker,missed,385,985,735.0,504.0,2
7033,3 punti sbagliato,,Quincy Ford,missed,410,1010,105.0,616.0,6
7034,2 punti segnato,Trevon Bluiett,Ray Mccallum,made,427,1027,885.0,252.0,0
7035,3 punti sbagliato,,Ray Mccallum,missed,459,1059,1275.0,784.0,7
7036,3 punti sbagliato,,Marco Spissu,missed,471,1071,375.0,868.0,6
7037,3 punti sbagliato,,Trevon Bluiett,missed,487,1087,1470.0,364.0,8
7038,2 punti segnato,Marco Spissu,Jeff Brooks,made,499,1099,375.0,224.0,1
7039,2 punti segnato,,Ray Mccallum,made,527,1127,1050.0,672.0,3
7040,2 punti sbagliato,,Alex O'Connell,missed,552,1152,840.0,252.0,0
7041,2 punti segnato,,Alex O'Connell,made,572,1172,750.0,140.0,0
7042,3 punti sbagliato,,Trevon Bluiett,missed,593,1193,165.0,644.0,6
7043,3 punti sbagliato,,Scott Bamforth,missed,26,1226,330.0,896.0,6
7044,3 punti segnato,Ray Mccallum,Scott Bamforth,made,36,1236,120.0,616.0,6
7045,3 punti sbagliato,,Marco Spissu,missed,49,1249,1410.0,784.0,7
7046,2 punti segnato,,Leonardo Totè,made,64,1264,825.0,392.0,3
7047,3 punti sbagliato,,Amedeo Tessitori,missed,79,1279,540.0,952.0,6
7048,2 punti sbagliato,,Leonardo Totè,missed,96,1296,750.0,448.0,2
7049,2 punti segnato,,Ray Mccallum,made,123,1323,330.0,224.0,1
7050,3 punti segnato,Marco Spissu,Aamir Simms,made,145,1345,1305.0,868.0,7
7051,2 punti sbagliato,,Amedeo Tessitori,missed,183,1383,1095.0,280.0,4
7052,2 punti sbagliato,,Leonardo Totè,missed,196,1396,795.0,476.0,3
7053,2 punti segnato,Rayjon Tucker,Aamir Simms,made,204,1404,1215.0,252.0,4
7054,2 punti sbagliato,,Ray Mccallum,missed,227,1427,450.0,280.0,1
7055,2 punti sbagliato,,Ray Mccallum,missed,281,1481,615.0,308.0,0
7056,3 punti segnato,Ray Mccallum,Scott Bamforth,made,282,1482,1080.0,896.0,7
7057,2 punti sbagliato,,Amedeo Tessitori,missed,299,1499,990.0,448.0,3
7058,2 punti sbagliato,,Amedeo Tessitori,missed,299,1499,990.0,448.0,3
7059,2 punti segnato,Trevon Bluiett,Scott Bamforth,made,323,1523,690.0,252.0,0
7060,2 punti sbagliato,,Jordan Parks,missed,347,1547,585.0,336.0,0
7061,2 punti segnato,,Alex O'Connell,made,396,1596,765.0,112.0,0
7062,3 punti sbagliato,,Valerio Mazzola,missed,420,1620,1275.0,784.0,7
7063,3 punti segnato,Barry Brown Jr,Aamir Simms,made,433,1633,1485.0,168.0,8
7064,2 punti sbagliato,,Ray Mccallum,missed,462,1662,1290.0,140.0,4
7065,2 punti sbagliato,,Quincy Ford,missed,492,1692,630.0,252.0,0
7066,2 punti sbagliato,,Barry Brown Jr,missed,507,1707,1035.0,308.0,4
7067,2 punti segnato,,Jeff Brooks,made,514,1714,885.0,224.0,0
7068,2 punti segnato,,Ray Mccallum,made,526,1726,675.0,168.0,0
7069,3 punti sbagliato,,Matteo Tambone,missed,571,1771,255.0,812.0,6
7070,2 punti segnato,,Barry Brown Jr,made,589,1789,660.0,224.0,0
7071,2 punti sbagliato,,Amedeo Tessitori,missed,10,1810,840.0,224.0,0
7072,2 punti segnato,,Barry Brown Jr,made,28,1828,765.0,420.0,3
7073,2 punti sbagliato,,Matteo Tambone,missed,55,1855,525.0,588.0,2
7074,3 punti sbagliato,,Barry Brown Jr,missed,67,1867,1155.0,896.0,7
7075,3 punti sbagliato,,Riccardo Visconti,missed,85,1885,915.0,980.0,7
7076,3 punti segnato,Barry Brown Jr,Davide Casarin,made,105,1905,1215.0,868.0,7
7077,2 punti segnato,Scott Bamforth,Riccardo Visconti,made,127,1927,765.0,140.0,0
7078,2 punti segnato,Amedeo Tessitori,Davide Casarin,made,146,1946,675.0,112.0,0
7079,2 punti segnato,,Scott Bamforth,made,161,1961,750.0,476.0,2
7080,2 punti segnato,,Scott Bamforth,made,183,1983,930.0,252.0,0
7081,2 punti sbagliato,,Leonardo Totè,missed,231,2031,720.0,728.0,2
7082,3 punti segnato,Matteo Tambone,Riccardo Visconti,made,264,2064,45.0,336.0,5
7083,2 punti sbagliato,,Barry Brown Jr,missed,277,2077,765.0,532.0,3
7084,3 punti sbagliato,,Riccardo Visconti,missed,311,2111,330.0,868.0,6
7085,3 punti segnato,Jordan Parks,Alex O'Connell,made,321,2121,60.0,140.0,5
7086,2 punti segnato,,Ray Mccallum,made,354,2154,930.0,504.0,3
7087,2 punti segnato,,Aamir Simms,made,366,2166,975.0,196.0,0
7088,3 punti sbagliato,,Trevon Bluiett,missed,379,2179,255.0,840.0,6
7089,2 punti sbagliato,,Riccardo Visconti,missed,383,2183,885.0,252.0,0
7090,2 punti sbagliato,,Leonardo Totè,missed,399,2199,420.0,224.0,1
7091,3 punti segnato,Ray Mccallum,Riccardo Visconti,made,404,2204,885.0,1008.0,7
7092,2 punti sbagliato,,Aamir Simms,missed,419,2219,720.0,700.0,2
7093,3 punti sbagliato,,Matteo Tambone,missed,429,2229,90.0,448.0,5
7094,3 punti sbagliato,,Alex O'Connell,missed,456,2256,585.0,924.0,6
7095,2 punti segnato,Ray Mccallum,Leonardo Totè,made,465,2265,960.0,168.0,0
7096,2 punti sbagliato,,Aamir Simms,missed,491,2291,885.0,336.0,0
7097,2 punti sbagliato,,Matteo Tambone,missed,508,2308,615.0,224.0,0
7098,2 punti sbagliato,,Trevon Bluiett,missed,514,2314,375.0,252.0,1
7099,2 punti segnato,,Barry Brown Jr,made,573,2373,585.0,616.0,2
7100,2 punti sbagliato,,Trevon Bluiett,missed,593,2393,360.0,112.0,1
7101,2 punti sbagliato,,Mouhamed Faye,missed,27,27,705.0,420.0,2
7102,2 punti segnato,,Shavon Shields,made,50,50,720.0,756.0,2
7103,3 punti segnato,,Langston Galloway,made,65,65,945.0,896.0,7
7104,3 punti sbagliato,,Shavon Shields,missed,87,87,1155.0,784.0,7
7105,3 punti sbagliato,,Briante Weber,missed,100,100,1335.0,700.0,7
7106,2 punti sbagliato,,Nikola Mirotic,missed,118,118,1065.0,196.0,4
7107,3 punti segnato,Nicolò Melli,Diego Flaccadori,made,147,147,1155.0,812.0,7
7108,3 punti sbagliato,,Diego Flaccadori,missed,176,176,300.0,812.0,6
7109,3 punti sbagliato,,Kevin Juwan Hervey,missed,190,190,705.0,952.0,6
7110,3 punti sbagliato,,Nikola Mirotic,missed,214,214,825.0,980.0,7
7111,3 punti sbagliato,,Sasha Grant,missed,236,236,150.0,784.0,6
7112,2 punti segnato,,Mouhamed Faye,made,250,250,810.0,196.0,0
7113,2 punti sbagliato,,Langston Galloway,missed,273,273,810.0,308.0,0
7114,2 punti sbagliato,,Shavon Shields,missed,309,309,810.0,476.0,3
7115,3 punti sbagliato,,Kevin Juwan Hervey,missed,319,319,90.0,588.0,6
7116,3 punti sbagliato,,Langston Galloway,missed,342,342,45.0,280.0,5
7117,3 punti sbagliato,,Kevin Juwan Hervey,missed,376,376,1320.0,1120.0,7
7118,2 punti segnato,Langston Galloway,Matteo Chillo,made,396,396,210.0,112.0,1
7119,2 punti segnato,,Briante Weber,made,439,439,645.0,532.0,2
7120,3 punti sbagliato,,Kevin Pangos,missed,462,462,735.0,952.0,6
7121,2 punti segnato,Stefano Tonut,Johannes Voigtmann,made,486,486,675.0,252.0,0
7122,3 punti segnato,Jamar Smith,Darion Atkins,made,507,507,1215.0,784.0,7
7123,3 punti sbagliato,,Jamar Smith,missed,548,548,1350.0,616.0,7
7124,2 punti segnato,,Jamar Smith,made,592,592,780.0,756.0,3
7125,3 punti sbagliato,,Shavon Shields,missed,592,592,435.0,868.0,6
7126,3 punti sbagliato,,Matteo Chillo,missed,592,592,1380.0,896.0,7
7127,3 punti sbagliato,,Kevin Juwan Hervey,missed,24,624,30.0,392.0,5
7128,2 punti segnato,Stefano Tonut,Nikola Mirotic,made,47,647,900.0,224.0,0
7129,2 punti segnato,Jamar Smith,Kevin Juwan Hervey,made,71,671,1215.0,168.0,4
7130,2 punti segnato,Johannes Voigtmann,Ismael Kamagate,made,86,686,675.0,644.0,2
7131,3 punti segnato,Lorenzo Uglietti,Darion Atkins,made,109,709,615.0,924.0,6
7132,2 punti segnato,Kevin Pangos,Ismael Kamagate,made,130,730,825.0,252.0,0
7133,3 punti sbagliato,,Jamar Smith,missed,147,747,1365.0,644.0,7
7134,2 punti sbagliato,,Kevin Juwan Hervey,missed,167,767,210.0,112.0,1
7135,2 punti segnato,Kevin Pangos,Nikola Mirotic,made,174,774,780.0,308.0,0
7136,2 punti sbagliato,,Michele Vitali,missed,193,793,795.0,560.0,3
7137,2 punti sbagliato,,Briante Weber,missed,200,800,945.0,392.0,3
7138,3 punti segnato,Nicolò Melli,Stefano Tonut,made,210,810,60.0,420.0,5
7139,2 punti sbagliato,,Sasha Grant,missed,255,855,1140.0,308.0,4
7140,2 punti segnato,,Nicolò Melli,made,279,879,555.0,672.0,2
7141,2 punti segnato,,Stefano Tonut,made,308,908,780.0,252.0,0
7142,2 punti segnato,,Stefano Tonut,made,322,922,690.0,252.0,0
7143,3 punti sbagliato,,Langston Galloway,missed,334,934,60.0,84.0,5
7144,2 punti segnato,,Kevin Pangos,made,349,949,840.0,252.0,0
7145,3 punti sbagliato,,Michele Vitali,missed,364,964,735.0,980.0,6
7146,3 punti sbagliato,,Ismael Kamagate,missed,376,976,780.0,924.0,7
7147,2 punti sbagliato,,Nikola Mirotic,missed,383,983,840.0,308.0,0
7148,2 punti sbagliato,,Langston Galloway,missed,399,999,675.0,420.0,2
7149,3 punti sbagliato,,Langston Galloway,missed,416,1016,60.0,392.0,5
7150,3 punti sbagliato,,Shavon Shields,missed,434,1034,1380.0,560.0,7
7151,3 punti sbagliato,,Shavon Shields,missed,442,1042,1410.0,476.0,8
7152,2 punti segnato,Jamar Smith,Mouhamed Faye,made,453,1053,825.0,224.0,0
7153,2 punti segnato,,Kevin Pangos,made,480,1080,750.0,364.0,0
7154,2 punti segnato,,Langston Galloway,made,491,1091,900.0,308.0,0
7155,2 punti segnato,Nikola Mirotic,Ismael Kamagate,made,512,1112,840.0,196.0,0
7156,3 punti sbagliato,,Giampaolo Ricci,missed,559,1159,1455.0,336.0,8
7157,3 punti sbagliato,,Langston Galloway,missed,589,1189,1095.0,1008.0,7
7158,3 punti sbagliato,,Langston Galloway,missed,598,1198,90.0,476.0,5
7159,2 punti segnato,Nicolò Melli,Alex Poythress,made,13,1213,660.0,224.0,0
7160,2 punti segnato,,Kevin Juwan Hervey,made,39,1239,765.0,420.0,3
7161,2 punti segnato,Langston Galloway,Briante Weber,made,59,1259,900.0,252.0,0
7162,2 punti sbagliato,,Langston Galloway,missed,62,1262,270.0,420.0,1
7163,2 punti segnato,Nicolò Melli,Alex Poythress,made,120,1320,675.0,252.0,0
7164,3 punti sbagliato,,Langston Galloway,missed,146,1346,45.0,364.0,5
7165,2 punti sbagliato,,Kevin Juwan Hervey,missed,174,1374,1155.0,336.0,4
7166,3 punti segnato,,Kevin Pangos,made,184,1384,255.0,728.0,6
7167,2 punti segnato,Briante Weber,Darion Atkins,made,210,1410,825.0,364.0,0
7168,2 punti segnato,Shavon Shields,Alex Poythress,made,235,1435,765.0,196.0,0
7169,2 punti sbagliato,,Briante Weber,missed,271,1471,960.0,588.0,3
7170,2 punti segnato,,Kevin Pangos,made,283,1483,810.0,308.0,0
7171,3 punti segnato,Briante Weber,Langston Galloway,made,296,1496,750.0,952.0,6
7172,3 punti segnato,Alex Poythress,Kevin Pangos,made,321,1521,1185.0,1064.0,7
7173,2 punti segnato,Shavon Shields,Alex Poythress,made,339,1539,855.0,280.0,0
7174,2 punti sbagliato,,Michele Vitali,missed,388,1588,885.0,616.0,3
7175,3 punti sbagliato,,Michele Vitali,missed,394,1594,1320.0,672.0,7
7176,2 punti segnato,,Mouhamed Faye,made,449,1649,840.0,336.0,0
7177,2 punti segnato,Ismael Kamagate,Stefano Tonut,made,479,1679,705.0,280.0,0
7178,3 punti sbagliato,,Diego Flaccadori,missed,531,1731,30.0,84.0,5
7179,3 punti segnato,Jamar Smith,Lorenzo Uglietti,made,562,1762,1455.0,224.0,8
7180,2 punti segnato,Kevin Pangos,Stefano Tonut,made,585,1785,735.0,280.0,0
7181,2 punti sbagliato,,Lorenzo Uglietti,missed,594,1794,705.0,644.0,2
7182,2 punti sbagliato,,Mouhamed Faye,missed,598,1798,765.0,308.0,0
7183,3 punti sbagliato,,Jamar Smith,missed,5,1805,1305.0,700.0,7
7184,2 punti sbagliato,,Ismael Kamagate,missed,19,1819,690.0,280.0,0
7185,2 punti sbagliato,,Michele Vitali,missed,31,1831,1185.0,504.0,3
7186,2 punti sbagliato,,Stefano Tonut,missed,61,1861,930.0,532.0,3
7187,2 punti segnato,Michele Vitali,Kevin Juwan Hervey,made,67,1867,735.0,308.0,0
7188,3 punti sbagliato,,Kevin Pangos,missed,92,1892,945.0,896.0,7
7189,3 punti segnato,Ismael Kamagate,Nikola Mirotic,made,98,1898,405.0,868.0,6
7190,3 punti sbagliato,,Kevin Juwan Hervey,missed,125,1925,1350.0,644.0,7
7191,3 punti sbagliato,,Matteo Chillo,missed,130,1930,720.0,952.0,6
7192,2 punti segnato,Briante Weber,Kevin Juwan Hervey,made,145,1945,750.0,196.0,0
7193,2 punti sbagliato,,Kevin Juwan Hervey,missed,170,1970,1200.0,168.0,4
7194,3 punti sbagliato,,Nikola Mirotic,missed,183,1983,1470.0,112.0,8
7195,3 punti sbagliato,,Kevin Juwan Hervey,missed,190,1990,1470.0,140.0,8
7196,3 punti segnato,Matteo Chillo,Michele Vitali,made,200,2000,45.0,140.0,5
7197,2 punti segnato,Alex Poythress,Nikola Mirotic,made,226,2026,720.0,224.0,0
7198,2 punti sbagliato,,Kevin Juwan Hervey,missed,247,2047,225.0,140.0,1
7199,2 punti sbagliato,,Nicolò Melli,missed,261,2061,810.0,308.0,0
7200,3 punti sbagliato,,Nicolò Melli,missed,269,2069,1440.0,420.0,8
7201,2 punti segnato,Nikola Mirotic,Alex Poythress,made,302,2102,855.0,196.0,0
7202,2 punti segnato,Jamar Smith,Briante Weber,made,313,2113,720.0,224.0,0
7203,2 punti sbagliato,,Shavon Shields,missed,395,2195,780.0,588.0,3
7204,3 punti sbagliato,,Jamar Smith,missed,406,2206,75.0,560.0,6
7205,3 punti sbagliato,,Langston Galloway,missed,453,2253,90.0,476.0,5
7206,2 punti segnato,,Jamar Smith,made,464,2264,675.0,252.0,0
7207,2 punti segnato,Guglielmo Caruso,Stefano Tonut,made,486,2286,735.0,280.0,0
7208,2 punti segnato,,Briante Weber,made,521,2321,705.0,280.0,0
7209,2 punti segnato,Johannes Voigtmann,Stefano Tonut,made,523,2323,780.0,196.0,0
7210,3 punti sbagliato,,Sasha Grant,missed,532,2332,1170.0,868.0,7
7211,3 punti sbagliato,,Kevin Pangos,missed,546,2346,705.0,952.0,6
7212,3 punti sbagliato,,Stefano Tonut,missed,558,2358,1440.0,448.0,8
7213,2 punti segnato,,Briante Weber,made,564,2364,1110.0,532.0,3
7214,3 punti sbagliato,,Kevin Pangos,missed,580,2380,1455.0,280.0,8
7215,2 punti segnato,,Sasha Grant,made,586,2386,765.0,224.0,0
7216,2 punti sbagliato,,Ousmane Diop,missed,37,37,660.0,364.0,0
7217,2 punti segnato,,Terry Allen,made,51,51,690.0,112.0,0
7218,2 punti sbagliato,,Vasilis Charalampopoulos,missed,70,70,810.0,476.0,3
7219,2 punti sbagliato,,Ousmane Diop,missed,76,76,795.0,336.0,0
7220,3 punti sbagliato,,James Young,missed,82,82,255.0,728.0,6
7221,2 punti segnato,,D'Angelo Harrison,made,111,111,570.0,56.0,0
7222,3 punti sbagliato,,D'Angelo Harrison,missed,178,178,165.0,560.0,6
7223,2 punti sbagliato,,Pauly Paulicap,missed,213,213,975.0,196.0,0
7224,2 punti sbagliato,,Terry Allen,missed,218,218,630.0,616.0,2
7225,2 punti sbagliato,,Stanley Whittaker Jr,missed,268,268,855.0,448.0,3
7226,2 punti segnato,,Leonardo Faggian,made,275,275,735.0,392.0,0
7227,3 punti sbagliato,,D'Angelo Harrison,missed,318,318,1020.0,896.0,7
7228,2 punti sbagliato,,Stephane Gombauld,missed,330,330,780.0,672.0,3
7229,2 punti sbagliato,,Deishuan Booker,missed,346,346,510.0,364.0,2
7230,3 punti segnato,,Breein Tyree,made,348,348,1140.0,812.0,7
7231,3 punti segnato,Deishuan Booker,Ky Bowman,made,393,393,780.0,952.0,7
7232,2 punti segnato,Vasilis Charalampopoulos,Alessandro Cappelletti,made,428,428,1005.0,616.0,3
7233,2 punti segnato,,Terry Allen,made,449,449,525.0,196.0,0
7234,3 punti sbagliato,,Alessandro Cappelletti,missed,472,472,255.0,728.0,6
7235,3 punti segnato,Kaspar Treier,Breein Tyree,made,477,477,1185.0,728.0,7
7236,3 punti sbagliato,,Terry Allen,missed,496,496,1470.0,224.0,8
7237,2 punti segnato,Stefano Gentile,Stephane Gombauld,made,501,501,915.0,168.0,0
7238,3 punti sbagliato,,Kaspar Treier,missed,524,524,825.0,896.0,7
7239,2 punti segnato,D'Angelo Harrison,Ky Bowman,made,538,538,585.0,364.0,2
7240,2 punti sbagliato,,Stefano Gentile,missed,554,554,1020.0,196.0,4
7241,3 punti sbagliato,,Kaspar Treier,missed,582,582,705.0,896.0,6
7242,3 punti sbagliato,,Alessandro Zanelli,missed,594,594,1290.0,700.0,7
7243,3 punti segnato,Alessandro Cappelletti,Kaspar Treier,made,12,612,1485.0,224.0,8
7244,2 punti segnato,James Young,Ky Bowman,made,56,656,615.0,140.0,0
7245,2 punti segnato,Breein Tyree,Ousmane Diop,made,76,676,795.0,224.0,0
7246,3 punti segnato,Ky Bowman,Andrea Mezzanotte,made,91,691,75.0,196.0,5
7247,3 punti segnato,Breein Tyree,Stefano Gentile,made,106,706,1470.0,168.0,8
7248,2 punti segnato,Andrea Mezzanotte,Gora Camara,made,142,742,585.0,168.0,0
7249,2 punti segnato,Stefano Gentile,Ousmane Diop,made,163,763,870.0,224.0,0
7250,3 punti sbagliato,,Ky Bowman,missed,175,775,1305.0,644.0,7
7251,3 punti segnato,Alessandro Zanelli,Andrea Mezzanotte,made,203,803,105.0,532.0,6
7252,2 punti sbagliato,,Vasilis Charalampopoulos,missed,225,825,1065.0,224.0,4
7253,2 punti sbagliato,,Ousmane Diop,missed,235,835,1035.0,308.0,4
7254,3 punti sbagliato,,Andrea Mezzanotte,missed,244,844,30.0,112.0,5
7255,2 punti sbagliato,,Andrea Mezzanotte,missed,256,856,1005.0,224.0,4
7256,3 punti segnato,Ousmane Diop,Stanley Whittaker Jr,made,277,877,390.0,868.0,6
7257,3 punti sbagliato,,Filip Kruslin,missed,299,899,1455.0,84.0,8
7258,2 punti segnato,,Terry Allen,made,300,900,645.0,336.0,0
7259,2 punti sbagliato,,Deishuan Booker,missed,342,942,870.0,504.0,3
7260,2 punti segnato,,Deishuan Booker,made,352,952,690.0,252.0,0
7261,2 punti sbagliato,,Stanley Whittaker Jr,missed,379,979,345.0,168.0,1
7262,3 punti sbagliato,,James Young,missed,397,997,1200.0,756.0,7
7263,2 punti sbagliato,,Terry Allen,missed,397,997,1200.0,756.0,7
7264,2 punti sbagliato,,Terry Allen,missed,397,997,1200.0,756.0,7
7265,3 punti sbagliato,,Breein Tyree,missed,410,1010,60.0,84.0,5
7266,3 punti sbagliato,,Filip Kruslin,missed,414,1014,1455.0,140.0,8
7267,2 punti sbagliato,,James Young,missed,430,1030,1215.0,280.0,4
7268,2 punti sbagliato,,Alfonzo Mckinnie,missed,455,1055,765.0,336.0,0
7269,3 punti segnato,,Ky Bowman,made,481,1081,1230.0,728.0,7
7270,2 punti sbagliato,,Breein Tyree,missed,505,1105,825.0,532.0,3
7271,2 punti sbagliato,,Ousmane Diop,missed,505,1105,825.0,532.0,3
7272,3 punti sbagliato,,Stanley Whittaker Jr,missed,530,1130,1470.0,224.0,8
7273,3 punti sbagliato,,James Young,missed,547,1147,180.0,616.0,6
7274,3 punti sbagliato,,Terry Allen,missed,575,1175,1020.0,896.0,7
7275,2 punti segnato,Stanley Whittaker Jr,Alfonzo Mckinnie,made,597,1197,525.0,168.0,0
7276,2 punti sbagliato,,James Young,missed,12,1212,465.0,112.0,1
7277,2 punti segnato,Stanley Whittaker Jr,Filip Kruslin,made,36,1236,720.0,700.0,2
7278,2 punti sbagliato,,Deishuan Booker,missed,60,1260,510.0,224.0,1
7279,3 punti segnato,Filip Kruslin,Alfonzo Mckinnie,made,80,1280,1335.0,672.0,7
7280,2 punti segnato,Filip Kruslin,Vasilis Charalampopoulos,made,127,1327,750.0,364.0,0
7281,2 punti sbagliato,,James Young,missed,147,1347,300.0,364.0,1
7282,2 punti segnato,Stanley Whittaker Jr,Stephane Gombauld,made,159,1359,555.0,168.0,0
