"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti sbagliato","","Devon Hall","missed",319,2119,975,504
"3 punti sbagliato","","Andriu Tomas Woldetensae","missed",333,2133,135,560
"2 punti sbagliato","","Nicolò Melli","missed",358,2158,675,504
"2 punti sbagliato","","Gabe Brown","missed",385,2185,360,336
"2 punti segnato","","Shavon Shields","made",423,2223,495,196
"2 punti sbagliato","","Skylar Spencer","missed",445,2245,690,224
"3 punti segnato","Devon Hall","Shavon Shields","made",462,2262,435,896
"2 punti sbagliato","","Devon Hall","missed",497,2297,660,364
"2 punti sbagliato","","Olivier Hanlan","missed",507,2307,540,224
"2 punti segnato","","Skylar Spencer","made",507,2307,750,252
"3 punti sbagliato","","Devon Hall","missed",527,2327,210,896
"2 punti sbagliato","","Olivier Hanlan","missed",536,2336,825,252
"2 punti sbagliato","","Diego Flaccadori","missed",554,2354,585,448
"3 punti sbagliato","","Nicolò Melli","missed",567,2367,1110,924
"2 punti sbagliato","","Olivier Hanlan","missed",575,2375,615,476
"3 punti sbagliato","","Sean Mcdermott","missed",588,2388,795,924
"3 punti sbagliato","","Gabe Brown","missed",594,2394,1290,812
"2 punti segnato","","Sean Mcdermott","made",594,2394,1290,812
"2 punti segnato","Riccardo Rossato","John Richard Nunge","made",25,25,765,504
"3 punti segnato","Tyler Ennis","Michal Sokolowski","made",44,44,1425,476
"2 punti sbagliato","","Gerald Robinson","missed",71,71,1110,672
"2 punti sbagliato","","Tariq Owens","missed",91,91,525,168
"3 punti sbagliato","","Riccardo Rossato","missed",106,106,1320,672
"3 punti sbagliato","","Justin Kyle Jaworski","missed",117,117,765,924
"2 punti segnato","Demetre Rivers","Kruize Pinkins","made",128,128,585,196
"2 punti sbagliato","","Gerald Robinson","missed",154,154,735,336
"3 punti sbagliato","","Tyler Ennis","missed",159,159,240,756
"3 punti sbagliato","","John Richard Nunge","missed",174,174,1065,868
"2 punti sbagliato","","Tyler Ennis","missed",182,182,450,364
"2 punti sbagliato","","Kruize Pinkins","missed",190,190,1140,504
"2 punti segnato","","John Richard Nunge","made",196,196,765,224
"2 punti segnato","Justin Kyle Jaworski","Tariq Owens","made",220,220,705,280
"3 punti sbagliato","","Riccardo Rossato","missed",239,239,1305,784
"2 punti sbagliato","","Demetre Rivers","missed",253,253,1065,364
"3 punti segnato","Tyler Ennis","Justin Kyle Jaworski","made",269,269,1290,756
"3 punti segnato","Gerald Robinson","Riccardo Rossato","made",283,283,1440,476
"3 punti sbagliato","","Riccardo Rossato","missed",302,302,1425,560
"3 punti segnato","Gerald Robinson","John Richard Nunge","made",308,308,945,980
"3 punti sbagliato","","Tariq Owens","missed",328,328,1020,896
"3 punti segnato","Kruize Pinkins","Demetre Rivers","made",347,347,1305,784
"3 punti sbagliato","","Tyler Ennis","missed",376,376,1335,728
"3 punti sbagliato","","Tariq Owens","missed",383,383,435,840
"2 punti segnato","","Tomislav Zubcic","made",422,422,1005,196
"3 punti segnato","Jacob Pullen","Tomislav Zubcic","made",454,454,975,980
"3 punti segnato","Alessandro Gentile","Demetre Rivers","made",470,470,1425,672
"2 punti segnato","Gerald Robinson","Kruize Pinkins","made",500,500,705,196
"3 punti sbagliato","","Jacob Pullen","missed",511,511,945,980
"2 punti sbagliato","","Giovanni De Nicolao","missed",542,542,945,224
"3 punti segnato","David Logan","Gerald Robinson","made",591,591,1425,700
"3 punti sbagliato","","Alessandro Lever","missed",17,617,1410,644
"2 punti segnato","Alessandro Gentile","Gerald Robinson","made",37,637,570,196
"3 punti sbagliato","","Alessandro Lever","missed",53,653,1395,700
"2 punti segnato","Giovanni Pini","Kruize Pinkins","made",68,668,975,224
"2 punti segnato","","Jacob Pullen","made",78,678,915,196
"2 punti segnato","Kruize Pinkins","Alessandro Gentile","made",106,706,855,420
"3 punti sbagliato","","Jacob Pullen","missed",124,724,1410,700
"2 punti segnato","Jacob Pullen","Tariq Owens","made",187,787,810,336
"2 punti segnato","Kruize Pinkins","Julian Gamble","made",203,803,885,280
"2 punti sbagliato","","Jacob Pullen","missed",217,817,765,700
"2 punti sbagliato","","John Richard Nunge","missed",233,833,975,308
"3 punti segnato","Tyler Ennis","Jacob Pullen","made",245,845,1440,504
"3 punti segnato","Gerald Robinson","Demetre Rivers","made",272,872,195,728
"3 punti sbagliato","","Demetre Rivers","missed",310,910,180,616
"2 punti segnato","Tyler Ennis","Tariq Owens","made",331,931,570,196
"2 punti segnato","","Justin Kyle Jaworski","made",359,959,720,196
"3 punti sbagliato","","Gerald Robinson","missed",381,981,225,672
"3 punti sbagliato","","Justin Kyle Jaworski","missed",411,1011,510,896
"2 punti segnato","","Michal Sokolowski","made",413,1013,840,280
"2 punti segnato","Alessandro Gentile","John Richard Nunge","made",421,1021,600,280
"2 punti sbagliato","","Tyler Ennis","missed",448,1048,840,280
"2 punti segnato","","Michal Sokolowski","made",453,1053,915,224
"3 punti sbagliato","","David Logan","missed",471,1071,480,868
"2 punti segnato","","Justin Kyle Jaworski","made",486,1086,765,392
"2 punti segnato","","Alessandro Gentile","made",526,1126,1035,588
"3 punti sbagliato","","Giovanni Pini","missed",562,1162,315,896
"3 punti sbagliato","","Justin Kyle Jaworski","missed",562,1162,165,644
"2 punti segnato","","","made",584,1184,795,308
"3 punti sbagliato","","Gerald Robinson","missed",16,1216,195,812
"3 punti sbagliato","","Kruize Pinkins","missed",49,1249,615,896
"2 punti segnato","Kruize Pinkins","Julian Gamble","made",60,1260,795,196
"3 punti sbagliato","","Justin Kyle Jaworski","missed",77,1277,885,1008
"2 punti segnato","Kruize Pinkins","Alessandro Gentile","made",92,1292,615,224
"2 punti segnato","Tyler Ennis","Tomislav Zubcic","made",117,1317,1320,420
"2 punti segnato","","Julian Gamble","made",142,1342,630,196
"2 punti segnato","Alessandro Gentile","Julian Gamble","made",164,1364,765,308
"3 punti segnato","Tyler Ennis","Justin Kyle Jaworski","made",183,1383,270,840
"2 punti sbagliato","","Tomislav Zubcic","missed",215,1415,855,504
"3 punti segnato","","Kruize Pinkins","made",237,1437,1425,560
"2 punti sbagliato","","John Richard Nunge","missed",271,1471,810,252
"3 punti sbagliato","","Michal Sokolowski","missed",277,1477,1410,616
"2 punti segnato","","Tomislav Zubcic","made",277,1477,1410,616
"3 punti sbagliato","","David Logan","missed",293,1493,420,840
"3 punti sbagliato","","Demetre Rivers","missed",302,1502,1425,532
"2 punti segnato","Demetre Rivers","John Richard Nunge","made",325,1525,750,252
"3 punti segnato","Gerald Robinson","Demetre Rivers","made",359,1559,540,868
"3 punti segnato","","Justin Kyle Jaworski","made",372,1572,1260,784
"3 punti sbagliato","","Jacob Pullen","missed",405,1605,240,784
"3 punti sbagliato","","Justin Kyle Jaworski","missed",408,1608,405,896
"2 punti segnato","Alessandro Gentile","","made",431,1631,630,140
"3 punti sbagliato","","Tomislav Zubcic","missed",456,1656,135,700
"2 punti segnato","Jacob Pullen","Tariq Owens","made",488,1688,570,364
"2 punti segnato","","Jacob Pullen","made",546,1746,720,420
"2 punti sbagliato","","Gerald Robinson","missed",563,1763,555,504
"2 punti sbagliato","","Jacob Pullen","missed",569,1769,870,588
"3 punti sbagliato","","Jacob Pullen","missed",592,1792,375,868
"2 punti segnato","","Michal Sokolowski","made",37,1837,810,280
"2 punti sbagliato","","Alessandro Gentile","missed",56,1856,930,336
"2 punti sbagliato","","Jacob Pullen","missed",64,1864,750,504
"2 punti sbagliato","","David Logan","missed",79,1879,990,252
"2 punti segnato","","Alessandro Gentile","made",95,1895,945,196
"2 punti segnato","Jacob Pullen","Giovanni De Nicolao","made",111,1911,960,504
"3 punti sbagliato","","Kruize Pinkins","missed",133,1933,1275,868
"3 punti sbagliato","","Jacob Pullen","missed",133,1933,255,840
"2 punti segnato","Julian Gamble","Kruize Pinkins","made",136,1936,795,140
"3 punti segnato","Alessandro Gentile","David Logan","made",183,1983,360,868
"3 punti sbagliato","","Michal Sokolowski","missed",193,1993,210,700
"3 punti sbagliato","","Kruize Pinkins","missed",214,2014,375,756
"2 punti sbagliato","","Kruize Pinkins","missed",219,2019,750,728
"3 punti sbagliato","","David Logan","missed",225,2025,840,924
"3 punti segnato","Julian Gamble","David Logan","made",259,2059,1425,420
"2 punti sbagliato","","Tyler Ennis","missed",302,2102,1035,392
"2 punti segnato","Michal Sokolowski","Tyler Ennis","made",324,2124,720,308
"2 punti sbagliato","","David Logan","missed",354,2154,750,644
"2 punti segnato","","Tyler Ennis","made",365,2165,930,532
"2 punti sbagliato","","Alessandro Gentile","missed",384,2184,930,588
"2 punti segnato","","Tyler Ennis","made",397,2197,615,280
"3 punti sbagliato","","Jacob Pullen","missed",445,2245,315,840
"3 punti sbagliato","","Gerald Robinson","missed",469,2269,285,784
"2 punti sbagliato","","Alessandro Gentile","missed",484,2284,1215,280
"3 punti segnato","Gerald Robinson","Demetre Rivers","made",498,2298,1425,532
"3 punti sbagliato","","Demetre Rivers","missed",525,2325,1380,588
"2 punti segnato","","Tyler Ennis","made",536,2336,945,168
"2 punti sbagliato","","Demetre Rivers","missed",563,2363,660,364
"3 punti sbagliato","","Michal Sokolowski","missed",575,2375,225,672
"2 punti segnato","","Tyler Ennis","made",592,2392,885,336
"3 punti sbagliato","","Tyler Ennis","missed",598,2398,1185,896
"3 punti sbagliato","","Valerio Mazzola","missed",12,12,120,560
"2 punti segnato","","Payton Terrell Willis","made",30,30,1155,560
"2 punti segnato","Scott Bamforth","Leonardo Totè","made",47,47,795,140
"3 punti sbagliato","","Ryan Hawkins","missed",64,64,105,448
"2 punti segnato","Andrea Cinciarini","Leonardo Totè","made",74,74,780,168
"2 punti sbagliato","","Andrea Cinciarini","missed",118,118,675,252
"2 punti sbagliato","","Charlie Edward Moore","missed",128,128,345,140
"2 punti sbagliato","","Trevon Bluiett","missed",145,145,645,196
"2 punti segnato","Scott Bamforth","Leonardo Totè","made",151,151,1110,616
"2 punti sbagliato","","Derek Ogbeide","missed",170,170,735,140
"3 punti segnato","Carl Wheatle","Charlie Edward Moore","made",177,177,600,868
"3 punti segnato","","Payton Terrell Willis","made",215,215,1245,700
"2 punti segnato","","Charlie Edward Moore","made",247,247,570,336
"2 punti sbagliato","","Leonardo Totè","missed",262,262,750,280
"2 punti sbagliato","","Derek Ogbeide","missed",273,273,765,280
"3 punti sbagliato","","Andrea Cinciarini","missed",280,280,195,644
"3 punti sbagliato","","Carl Wheatle","missed",307,307,1470,196
"2 punti segnato","","Scott Bamforth","made",319,319,750,532
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",349,349,765,140
"2 punti sbagliato","","Leonardo Totè","missed",376,376,1140,140
"2 punti segnato","Valerio Mazzola","Leonardo Totè","made",380,380,765,140
"3 punti sbagliato","","Payton Terrell Willis","missed",402,402,780,924
"3 punti segnato","","","made",420,420,240,700
"2 punti sbagliato","","Derek Ogbeide","missed",439,439,765,196
"3 punti sbagliato","","Scott Bamforth","missed",444,444,1290,644
"3 punti segnato","Ryan Hawkins","Charlie Edward Moore","made",452,452,1470,112
"2 punti sbagliato","","Leonardo Totè","missed",476,476,855,252
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",484,484,690,196
"3 punti sbagliato","","Andrea Cinciarini","missed",506,506,1230,700
"3 punti segnato","Derek Ogbeide","Charlie Edward Moore","made",517,517,375,784
"2 punti sbagliato","","Matteo Tambone","missed",536,536,1005,476
"3 punti sbagliato","","Quincy Ford","missed",573,573,1455,336
"2 punti sbagliato","","Riccardo Visconti","missed",579,579,720,336
"2 punti segnato","","Egidijus Mockevicius","made",579,579,720,336
"3 punti sbagliato","","Carl Wheatle","missed",599,599,1365,672
"2 punti sbagliato","","Gerry Blakes","missed",10,610,600,308
"2 punti segnato","","Riccardo Visconti","made",22,622,915,224
"3 punti sbagliato","","Trevon Bluiett","missed",69,669,780,896
"2 punti segnato","","Quincy Ford","made",86,686,945,112
"2 punti sbagliato","","Angelo Del Chiaro","missed",105,705,915,196
"2 punti segnato","","Matteo Tambone","made",128,728,750,588
"3 punti segnato","","Riccardo Visconti","made",165,765,285,728
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",191,791,690,168
"2 punti sbagliato","","Quincy Ford","missed",210,810,1080,252
"3 punti sbagliato","","Matteo Tambone","missed",247,847,1125,840
"3 punti segnato","","Charlie Edward Moore","made",261,861,855,868
"3 punti segnato","Andrea Cinciarini","Riccardo Visconti","made",274,874,1410,448
"3 punti sbagliato","","Payton Terrell Willis","missed",293,893,960,868
"2 punti segnato","Quincy Ford","Egidijus Mockevicius","made",298,898,780,140
"3 punti segnato","Payton Terrell Willis","Gianluca Della Rosa","made",314,914,195,616
"3 punti segnato","Quincy Ford","Riccardo Visconti","made",330,930,165,616
"2 punti segnato","Derek Ogbeide","","made",341,941,765,196
"2 punti sbagliato","","Andrea Cinciarini","missed",352,952,795,420
"2 punti segnato","Riccardo Visconti","Quincy Ford","made",370,970,765,308
"3 punti segnato","Andrea Cinciarini","Riccardo Visconti","made",407,1007,375,812
"3 punti sbagliato","","Gianluca Della Rosa","missed",448,1048,1365,532
"3 punti sbagliato","","Leonardo Totè","missed",464,1064,1215,728
"2 punti segnato","Andrea Cinciarini","Scott Bamforth","made",486,1086,705,196
"3 punti sbagliato","","Charlie Edward Moore","missed",511,1111,1455,168
"2 punti sbagliato","","Leonardo Totè","missed",529,1129,840,252
"3 punti segnato","Scott Bamforth","Quincy Ford","made",559,1159,60,196
"3 punti sbagliato","","Gianluca Della Rosa","missed",580,1180,405,756
"3 punti sbagliato","","Trevon Bluiett","missed",600,1200,765,1176
"3 punti sbagliato","","Scott Bamforth","missed",16,1216,1395,532
"2 punti segnato","","Derek Ogbeide","made",38,1238,795,336
"3 punti sbagliato","","Andrea Cinciarini","missed",60,1260,1335,616
"2 punti segnato","","Leonardo Totè","made",60,1260,1335,616
"2 punti sbagliato","","Derek Ogbeide","missed",80,1280,780,252
"2 punti sbagliato","","Quincy Ford","missed",89,1289,795,364
"2 punti sbagliato","","Riccardo Visconti","missed",93,1293,945,252
"3 punti segnato","Andrea Cinciarini","Riccardo Visconti","made",99,1299,1230,756
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",111,1311,1260,700
"2 punti sbagliato","","Riccardo Visconti","missed",130,1330,885,364
"2 punti sbagliato","","Charlie Edward Moore","missed",138,1338,735,196
"3 punti sbagliato","","Leonardo Totè","missed",164,1364,765,924
"3 punti segnato","Andrea Cinciarini","Quincy Ford","made",201,1401,855,924
"3 punti sbagliato","","Payton Terrell Willis","missed",219,1419,825,924
"2 punti segnato","Andrea Cinciarini","Quincy Ford","made",238,1438,1185,392
"2 punti sbagliato","","Charlie Edward Moore","missed",254,1454,600,168
"2 punti segnato","","Derek Ogbeide","made",254,1454,600,168
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",283,1483,1455,364
"2 punti sbagliato","","Quincy Ford","missed",305,1505,420,392
"2 punti sbagliato","","Charlie Edward Moore","missed",320,1520,450,420
"2 punti segnato","Scott Bamforth","Riccardo Visconti","made",329,1529,765,168
"2 punti sbagliato","","Carl Wheatle","missed",361,1561,885,420
"3 punti sbagliato","","Andrea Cinciarini","missed",389,1589,300,756
"2 punti sbagliato","","Derek Ogbeide","missed",413,1613,750,140
"2 punti sbagliato","","Andrea Cinciarini","missed",432,1632,675,308
"2 punti segnato","","Payton Terrell Willis","made",465,1665,555,616
"3 punti sbagliato","","Matteo Tambone","missed",489,1689,195,700
"3 punti sbagliato","","Carl Wheatle","missed",501,1701,270,700
"2 punti segnato","","Matteo Tambone","made",522,1722,720,140
"3 punti sbagliato","","Payton Terrell Willis","missed",551,1751,435,784
"2 punti sbagliato","","Quincy Ford","missed",572,1772,720,336
"2 punti segnato","Andrea Cinciarini","Egidijus Mockevicius","made",592,1792,735,112
"2 punti segnato","Gianluca Della Rosa","Derek Ogbeide","made",20,1820,765,168
"2 punti sbagliato","","Trevon Bluiett","missed",40,1840,750,476
"2 punti segnato","Andrea Cinciarini","Scott Bamforth","made",43,1843,960,392
"3 punti sbagliato","","Gianluca Della Rosa","missed",65,1865,195,644
"2 punti segnato","","Andrea Cinciarini","made",87,1887,1005,196
"3 punti sbagliato","","Gianluca Della Rosa","missed",103,1903,1470,196
"2 punti segnato","Egidijus Mockevicius","Quincy Ford","made",124,1924,720,196
"2 punti segnato","","Gerry Blakes","made",139,1939,960,728
"2 punti sbagliato","","Scott Bamforth","missed",158,1958,1095,420
"2 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",168,1968,795,196
